title,MAL_id,type,studio,release-season,release-year,release-date,source-material,episodes,score,members,genres
Donguri to Yamaneko,8451,OVA,Madhouse,summer,1988.0,,,1.0,5.92,766.0,['Drama']
Watt Poe to Bokura no Ohanashi,4521,OVA,Kaname Productions,summer,1988.0,,,1.0,6.06,671.0,"['Adventure', 'Sci-Fi']"
Gensei Shugoshin P-hyoro Ikka OVA,25363,OVA,Unknown,summer,1988.0,,Manga,3.0,5.52,649.0,"['Adventure', 'Fantasy']"
What's Michael? 2,12037,OVA,Kitty Film Mitaka Studio,summer,1988.0,,Manga,1.0,5.89,594.0,['Comedy']
Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,12399,OVA,Toei Animation,summer,1988.0,,,1.0,5.34,577.0,"['Action', 'Sci-Fi']"
Dokidoki Gakuen Kessen!! Youki Daimashiro,19437,OVA,Unknown,summer,1988.0,,,1.0,0.0,357.0,"['Action', 'Fantasy']"
Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,27837,OVA,Shin-Ei Animation,summer,1988.0,,,1.0,0.0,310.0,['Sports']
Namakemono ga Miteta,19817,OVA,Unknown,summer,1988.0,,Manga,2.0,0.0,249.0,['Slice of Life']
Nihon no Obake-banashi,35060,OVA,Unknown,summer,1988.0,,Other,4.0,0.0,173.0,['Horror']
Akira,47,Movie,Tokyo Movie Shinsha,summer,1988.0,,Manga,1.0,8.16,728000.0,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Supernatural']"
Dragon Ball Movie 3: Makafushigi Daibouken,892,Movie,Toei Animation,summer,1988.0,,Manga,1.0,6.84,51000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Saint Seiya: Shinku no Shounen Densetsu,1255,Movie,Toei Animation,summer,1988.0,,,1.0,7.21,15000.0,"['Adventure', 'Fantasy', 'Sci-Fi']"
Sakigake!! Otokojuku Movie,4031,Movie,Toei Animation,summer,1988.0,,,1.0,6.64,2400.0,"['Action', 'Comedy']"
Hi no Ame ga Furu,5929,Movie,Mushi Production,summer,1988.0,,Book,1.0,7.19,1500.0,['Drama']
Tatakae!! Ramenman (Movie),16728,Movie,Toei Animation,summer,1988.0,,Manga,1.0,5.75,574.0,"['Action', 'Adventure']"
Hare Tokidoki Buta,24877,Movie,Unknown,summer,1988.0,,Picture book,1.0,5.99,404.0,['Comedy']
Shirahata no Shoujo Ryuuko,9546,Movie,Unknown,summer,1988.0,,,1.0,0.0,345.0,['Drama']
Bikkuriman: Moen Zone no Himitsu,10200,Movie,Toei Animation,summer,1988.0,,,1.0,0.0,280.0,"['Action', 'Adventure']"
Kaba no Potomasu,9606,Movie,Unknown,summer,1988.0,,,1.0,0.0,193.0,[]
5-tsu no Yubi no Niwa,51823,Movie,Unknown,summer,1988.0,,Original,1.0,0.0,46.0,['Avant Garde']
Natsufuku no Shoujo-tachi,8896,Special,Madhouse,summer,1988.0,,,1.0,6.11,985.0,['Drama']
Sore Ike! Anpanman,1960,TV (New),TMS Entertainment,fall,1988.0,,Picture book,0.0,6.53,3100.0,"['Comedy', 'Fantasy']"
Oishinbo,1093,TV (New),Shin-Ei Animation,fall,1988.0,,Manga,136.0,6.81,3000.0,"['Comedy', 'Gourmet', 'Slice of Life']"
Shin Grimm Meisaku Gekijou,4061,TV (New),Nippon Animation,fall,1988.0,,Other,23.0,7.31,2400.0,"['Adventure', 'Comedy', 'Fantasy']"
3 Choume no Tama: Uchi no Tama Shirimasen ka?,2467,TV (New),Group TAC,fall,1988.0,,Other,36.0,6.61,2400.0,['Adventure']
Himitsu no Akko-chan 2,3838,TV (New),Toei Animation,fall,1988.0,,,61.0,6.38,962.0,[]
Yumemiru Topo Gigio,4616,TV (New),Nippon Animation,fall,1988.0,,,13.0,6.06,895.0,"['Adventure', 'Comedy']"
Hai! Akko Desu,5534,TV (New),Eiken,fall,1988.0,,,164.0,6.58,777.0,"['Romance', 'Slice of Life']"
Meimon! Daisan Yakyuubu,4121,TV (New),Unknown,fall,1988.0,,,40.0,0.0,658.0,"['Action', 'Sports']"
Dragon Ball,223,TV (Continuing),Toei Animation,fall,1988.0,,Manga,153.0,7.96,911000.0,"['Adventure', 'Comedy', 'Fantasy']"
Saint Seiya,1254,TV (Continuing),Toei Animation,fall,1988.0,,Manga,114.0,7.74,170000.0,"['Adventure', 'Fantasy', 'Sci-Fi']"
Doraemon (1979),2471,TV (Continuing),Shin-Ei Animation,fall,1988.0,,Manga,1787.0,7.76,53000.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
City Hunter 2,1471,TV (Continuing),Sunrise,fall,1988.0,,Manga,63.0,8.06,23000.0,"['Action', 'Comedy', 'Mystery']"
Yoroiden Samurai Troopers,1264,TV (Continuing),Sunrise,fall,1988.0,,Original,39.0,7.07,17000.0,"['Adventure', 'Sci-Fi']"
Sakigake!! Otokojuku,2903,TV (Continuing),Toei Animation,fall,1988.0,,Manga,34.0,7.39,12000.0,"['Action', 'Comedy']"
Sazae-san,2406,TV (Continuing),Eiken,fall,1988.0,,4-koma manga,0.0,6.11,7200.0,"['Comedy', 'Slice of Life']"
Osomatsu-kun (1988),9883,TV (Continuing),Pierrot,fall,1988.0,,Manga,86.0,6.72,5600.0,['Comedy']
Kiteretsu Daihyakka,6509,TV (Continuing),Gallop,fall,1988.0,,Manga,331.0,6.76,5000.0,"['Comedy', 'Drama', 'Slice of Life']"
Anime Sanjuushi,2333,TV (Continuing),Gallop,fall,1988.0,,Novel,52.0,7.11,4600.0,"['Adventure', 'Drama', 'Romance']"
Mister Ajikko,3437,TV (Continuing),Sunrise,fall,1988.0,,Manga,99.0,7.08,4300.0,"['Comedy', 'Gourmet']"
Tekken Chinmi,4663,TV (Continuing),Production Reed,fall,1988.0,,Manga,20.0,7.25,4100.0,"['Action', 'Adventure']"
Shoukoushi Cedie,2555,TV (Continuing),Nippon Animation,fall,1988.0,,Novel,43.0,7.35,3900.0,"['Drama', 'Slice of Life']"
Hello! Lady Lynn,2405,TV (Continuing),Toei Animation,fall,1988.0,,Manga,36.0,7.56,3800.0,['Drama']
F,6055,TV (Continuing),Studio Deen,fall,1988.0,,Manga,31.0,6.76,3100.0,[]
Transformers: Choujin Master Force,924,TV (Continuing),Toei Animation,fall,1988.0,,,43.0,6.65,3000.0,"['Adventure', 'Sci-Fi']"
Tsurupika Hagemaru-kun,5830,TV (Continuing),Shin-Ei Animation,fall,1988.0,,4-koma manga,59.0,6.96,2800.0,['Comedy']
Chouon Senshi Borgman,3035,TV (Continuing),Asahi Production,fall,1988.0,,Other,35.0,6.36,2800.0,"['Action', 'Sci-Fi']"
Mashin Eiyuuden Wataru,3837,TV (Continuing),Sunrise,fall,1988.0,,,45.0,6.96,2600.0,"['Adventure', 'Comedy', 'Sci-Fi']"
Esper Mami,3023,TV (Continuing),Shin-Ei Animation,fall,1988.0,,Manga,119.0,6.53,1900.0,"['Comedy', 'Supernatural', 'Ecchi']"
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,fall,1988.0,,,1471.0,6.07,1400.0,['Fantasy']
Ultra B,10250,TV (Continuing),Shin-Ei Animation,fall,1988.0,,Manga,119.0,6.03,1200.0,['Comedy']
Dondon Dommel to Ron,2814,TV (Continuing),Telescreen,fall,1988.0,,Original,52.0,6.67,980.0,['Comedy']
What's Michael? (TV),12039,TV (Continuing),Daume,fall,1988.0,,Manga,45.0,0.0,779.0,['Comedy']
Dallyeola Hani,17092,TV (Continuing),Daewon Media,fall,1988.0,,,13.0,6.67,762.0,['Sports']
Bikkuriman,3909,TV (Continuing),Toei Animation,fall,1988.0,,Other,75.0,6.14,687.0,"['Comedy', 'Fantasy']"
Kotowaza House,20117,TV (Continuing),Eiken,fall,1988.0,,,773.0,5.65,492.0,"['Comedy', 'Slice of Life']"
Biriken,8520,TV (Continuing),Shin-Ei Animation,fall,1988.0,,,32.0,0.0,305.0,['Comedy']
Meisaku World,30027,TV (Continuing),Unknown,fall,1988.0,,,39.0,0.0,212.0,"['Adventure', 'Fantasy', 'Supernatural']"
Gutchonpa Omoshiro Hanashi,26089,TV (Continuing),Unknown,fall,1988.0,,,5.0,0.0,190.0,[]
Konna Ko Iru kana,30129,TV (Continuing),Unknown,fall,1988.0,,,0.0,0.0,189.0,[]
Shin Manga Naruhodo Monogatari,37714,TV (Continuing),Unknown,fall,1988.0,,,40.0,0.0,176.0,[]
Ginga Eiyuu Densetsu,820,OVA,K-Factory,fall,1988.0,,Novel,110.0,9.03,280000.0,"['Drama', 'Sci-Fi']"
Top wo Nerae! Gunbuster,949,OVA,Gainax,fall,1988.0,,Original,6.0,7.87,111000.0,"['Action', 'Comedy', 'Drama', 'Sci-Fi']"
Bubblegum Crisis,1347,OVA,AIC,fall,1988.0,,Original,8.0,7.3,44000.0,"['Adventure', 'Sci-Fi']"
Makai Toshi Shinjuku,499,OVA,Madhouse,fall,1988.0,,Novel,1.0,6.15,20000.0,"['Adventure', 'Horror', 'Romance', 'Supernatural']"
Crying Freeman,1153,OVA,Toei Animation,fall,1988.0,,Manga,6.0,6.44,10000.0,"['Action', 'Drama', 'Romance']"
Violence Jack: Jigoku Gai-hen,1342,OVA,Studio 88,fall,1988.0,,Manga,1.0,5.55,9700.0,"['Action', 'Drama', 'Horror']"
Kikou Ryohei Mellowlink,2048,OVA,Sunrise,fall,1988.0,,Original,12.0,7.15,8700.0,"['Action', 'Sci-Fi']"
Uchuu no Senshi,2516,OVA,Sunrise,fall,1988.0,,Book,6.0,6.18,5400.0,['Sci-Fi']
Meiou Project Zeorymer,1832,OVA,AIC,fall,1988.0,,Manga,4.0,6.12,5300.0,"['Action', 'Drama', 'Sci-Fi']"
One Pound Gospel,1328,OVA,Gallop,fall,1988.0,,Manga,1.0,6.43,4000.0,"['Comedy', 'Romance', 'Sports']"
Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,3483,OVA,Unknown,fall,1988.0,,,1.0,6.96,3100.0,"['Comedy', 'Drama', 'Romance']"
Gall Force 3: Stardust War,2062,OVA,AIC,fall,1988.0,,Original,1.0,6.34,2800.0,"['Action', 'Sci-Fi']"
Uchuu Kazoku Carlvinson,4533,OVA,Doga Kobo,fall,1988.0,,Manga,1.0,6.54,2600.0,"['Comedy', 'Fantasy', 'Sci-Fi']"
Guy: Youma Kakusei,2070,OVA,AIC,fall,1988.0,,,2.0,5.54,2300.0,"['Action', 'Sci-Fi', 'Hentai']"
Ryuu Seiki,4318,OVA,Unknown,fall,1988.0,,,2.0,5.63,2000.0,"['Action', 'Fantasy', 'Sci-Fi']"
Yousei Ou,7818,OVA,Madhouse,fall,1988.0,,Manga,1.0,5.59,1500.0,['Fantasy']
Shinshuu Sudama-hen,7052,OVA,Magic Bus,fall,1988.0,,,4.0,0.0,698.0,['Action']
Kaze wo Nuke!,9748,OVA,Madhouse,fall,1988.0,,Manga,1.0,6.14,631.0,[]
Chalk-iro no People,18071,OVA,Unknown,fall,1988.0,,,1.0,0.0,352.0,['Romance']
Video Ehonkan Sekai Meisaku Douwa,30029,OVA,Studio Junio,fall,1988.0,,,26.0,0.0,269.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']"
Video Ehon Nippon Mukashibahanshi,52029,OVA,Mushi Production,fall,1988.0,,,10.0,0.0,15.0,['Fantasy']
Kimagure Orange☆Road: Ano Hi ni Kaeritai,2454,Movie,Pierrot,fall,1988.0,,Manga,1.0,7.64,8900.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,1552,Movie,Unknown,fall,1988.0,,Manga,1.0,6.22,1100.0,"['Comedy', 'Drama', 'Romance']"
Cynical Hysterie Hour: Trip Coaster,6759,Movie,Unknown,fall,1988.0,,,1.0,0.0,314.0,"['Comedy', 'Slice of Life']"
Kaitou Jigoma Ongaku-hen,19053,Movie,Unknown,fall,1988.0,,,1.0,0.0,273.0,[]
Top wo Nerae! Kagaku Kouza,5462,Special,Gainax,fall,1988.0,,Original,6.0,6.11,7700.0,"['Comedy', 'Sci-Fi']"
Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,32087,Special,Pierrot,fall,1988.0,,Manga,1.0,6.12,689.0,['Comedy']
Esper Mami Special: My Angel Mami-chan,10000,Special,Shin-Ei Animation,fall,1988.0,,,1.0,0.0,409.0,"['Comedy', 'Supernatural']"
Ganbare! Moudouken Serve,9886,Special,Unknown,fall,1988.0,,,1.0,0.0,270.0,['Slice of Life']
Peter Pan no Bouken,1638,TV (New),Nippon Animation,winter,1989.0,,Book,41.0,6.8,4200.0,"['Adventure', 'Fantasy']"
Chinpui,5908,TV (New),Production I.G,winter,1989.0,,Manga,56.0,6.18,1200.0,['Comedy']
Obocchama-kun,20075,TV (New),Shin-Ei Animation,winter,1989.0,,Manga,164.0,6.06,642.0,['Comedy']
Manga Hajimete Omoshiro Juku,10138,TV (New),Unknown,winter,1989.0,,,110.0,6.37,411.0,['Adventure']
Dragon Ball,223,TV (Continuing),Toei Animation,winter,1989.0,,Manga,153.0,7.96,911000.0,"['Adventure', 'Comedy', 'Fantasy']"
Saint Seiya,1254,TV (Continuing),Toei Animation,winter,1989.0,,Manga,114.0,7.74,170000.0,"['Adventure', 'Fantasy', 'Sci-Fi']"
Doraemon (1979),2471,TV (Continuing),Shin-Ei Animation,winter,1989.0,,Manga,1787.0,7.76,53000.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
City Hunter 2,1471,TV (Continuing),Sunrise,winter,1989.0,,Manga,63.0,8.06,23000.0,"['Action', 'Comedy', 'Mystery']"
Yoroiden Samurai Troopers,1264,TV (Continuing),Sunrise,winter,1989.0,,Original,39.0,7.07,17000.0,"['Adventure', 'Sci-Fi']"
Sazae-san,2406,TV (Continuing),Eiken,winter,1989.0,,4-koma manga,0.0,6.11,7200.0,"['Comedy', 'Slice of Life']"
Osomatsu-kun (1988),9883,TV (Continuing),Pierrot,winter,1989.0,,Manga,86.0,6.72,5600.0,['Comedy']
Kiteretsu Daihyakka,6509,TV (Continuing),Gallop,winter,1989.0,,Manga,331.0,6.76,5000.0,"['Comedy', 'Drama', 'Slice of Life']"
Anime Sanjuushi,2333,TV (Continuing),Gallop,winter,1989.0,,Novel,52.0,7.11,4600.0,"['Adventure', 'Drama', 'Romance']"
Mister Ajikko,3437,TV (Continuing),Sunrise,winter,1989.0,,Manga,99.0,7.08,4300.0,"['Comedy', 'Gourmet']"
Sore Ike! Anpanman,1960,TV (Continuing),TMS Entertainment,winter,1989.0,,Picture book,0.0,6.53,3100.0,"['Comedy', 'Fantasy']"
Transformers: Choujin Master Force,924,TV (Continuing),Toei Animation,winter,1989.0,,,43.0,6.65,3000.0,"['Adventure', 'Sci-Fi']"
Oishinbo,1093,TV (Continuing),Shin-Ei Animation,winter,1989.0,,Manga,136.0,6.81,3000.0,"['Comedy', 'Gourmet', 'Slice of Life']"
Tsurupika Hagemaru-kun,5830,TV (Continuing),Shin-Ei Animation,winter,1989.0,,4-koma manga,59.0,6.96,2800.0,['Comedy']
Mashin Eiyuuden Wataru,3837,TV (Continuing),Sunrise,winter,1989.0,,,45.0,6.96,2600.0,"['Adventure', 'Comedy', 'Sci-Fi']"
Shin Grimm Meisaku Gekijou,4061,TV (Continuing),Nippon Animation,winter,1989.0,,Other,23.0,7.31,2400.0,"['Adventure', 'Comedy', 'Fantasy']"
3 Choume no Tama: Uchi no Tama Shirimasen ka?,2467,TV (Continuing),Group TAC,winter,1989.0,,Other,36.0,6.61,2400.0,['Adventure']
Esper Mami,3023,TV (Continuing),Shin-Ei Animation,winter,1989.0,,Manga,119.0,6.53,1900.0,"['Comedy', 'Supernatural', 'Ecchi']"
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,winter,1989.0,,,1471.0,6.07,1400.0,['Fantasy']
Ultra B,10250,TV (Continuing),Shin-Ei Animation,winter,1989.0,,Manga,119.0,6.03,1200.0,['Comedy']
Dondon Dommel to Ron,2814,TV (Continuing),Telescreen,winter,1989.0,,Original,52.0,6.67,980.0,['Comedy']
Himitsu no Akko-chan 2,3838,TV (Continuing),Toei Animation,winter,1989.0,,,61.0,6.38,962.0,[]
What's Michael? (TV),12039,TV (Continuing),Daume,winter,1989.0,,Manga,45.0,0.0,779.0,['Comedy']
Hai! Akko Desu,5534,TV (Continuing),Eiken,winter,1989.0,,,164.0,6.58,777.0,"['Romance', 'Slice of Life']"
Bikkuriman,3909,TV (Continuing),Toei Animation,winter,1989.0,,Other,75.0,6.14,687.0,"['Comedy', 'Fantasy']"
Meimon! Daisan Yakyuubu,4121,TV (Continuing),Unknown,winter,1989.0,,,40.0,0.0,658.0,"['Action', 'Sports']"
Kotowaza House,20117,TV (Continuing),Eiken,winter,1989.0,,,773.0,5.65,492.0,"['Comedy', 'Slice of Life']"
Biriken,8520,TV (Continuing),Shin-Ei Animation,winter,1989.0,,,32.0,0.0,305.0,['Comedy']
Meisaku World,30027,TV (Continuing),Unknown,winter,1989.0,,,39.0,0.0,212.0,"['Adventure', 'Fantasy', 'Supernatural']"
Konna Ko Iru kana,30129,TV (Continuing),Unknown,winter,1989.0,,,0.0,0.0,189.0,[]
Ginga Eiyuu Densetsu,820,OVA,K-Factory,winter,1989.0,,Novel,110.0,9.03,280000.0,"['Drama', 'Sci-Fi']"
Top wo Nerae! Gunbuster,949,OVA,Gainax,winter,1989.0,,Original,6.0,7.87,111000.0,"['Action', 'Comedy', 'Drama', 'Sci-Fi']"
Mobile Suit Gundam 0080: War in the Pocket,82,OVA,Sunrise,winter,1989.0,,Original,6.0,7.94,51000.0,"['Drama', 'Sci-Fi']"
Riding Bean,917,OVA,AIC,winter,1989.0,,Manga,1.0,7.07,19000.0,['Action']
Cipher,11867,OVA,Magic Bus,winter,1989.0,,Manga,1.0,4.5,11000.0,['Drama']
Midnight Eye: Gokuu,1879,OVA,Madhouse,winter,1989.0,,Manga,1.0,6.44,10000.0,"['Action', 'Mystery', 'Sci-Fi']"
Kimagure Orange☆Road OVA,2458,OVA,Pierrot,winter,1989.0,,Manga,8.0,7.4,7100.0,"['Comedy', 'Drama', 'Romance']"
Crusher Joe OVA,2696,OVA,Sunrise,winter,1989.0,,Light novel,2.0,6.6,3100.0,"['Action', 'Adventure', 'Sci-Fi']"
Rhea Gall Force,2063,OVA,AIC,winter,1989.0,,Original,1.0,6.23,2700.0,"['Action', 'Sci-Fi']"
Kasei Yakyoku,4485,OVA,Magic Bus,winter,1989.0,,Manga,4.0,6.66,2600.0,"['Drama', 'Romance']"
Kyomu Senshi Miroku,9691,OVA,Unknown,winter,1989.0,,Manga,6.0,5.75,1100.0,"['Action', 'Fantasy', 'Sci-Fi', 'Supernatural']"
Chouon Senshi Borgman: Madnight☆Gigs!,30571,OVA,Production Reed,winter,1989.0,,Other,1.0,5.88,554.0,"['Action', 'Sci-Fi']"
Yankee Reppuu-tai,12791,OVA,Toei Animation,winter,1989.0,,Manga,6.0,0.0,474.0,"['Adventure', 'Drama']"
Bakusou Circuit Roman Twin,13553,OVA,Unknown,winter,1989.0,,Manga,1.0,0.0,432.0,[]
Hiroshima no Enoki,35095,OVA,Unknown,winter,1989.0,,Picture book,1.0,0.0,165.0,['Drama']
Saint Seiya: Saishuu Seisen no Senshi-tachi,1260,Movie,Toei Animation,winter,1989.0,,,1.0,6.77,15000.0,"['Adventure', 'Sci-Fi']"
Venus Senki,544,Movie,Triangle Staff,winter,1989.0,,Manga,1.0,6.78,13000.0,"['Action', 'Adventure', 'Sci-Fi']"
Five Star Stories,2042,Movie,Sunrise,winter,1989.0,,Manga,1.0,6.59,12000.0,"['Action', 'Drama', 'Fantasy', 'Sci-Fi']"
Choujin Densetsu Urotsukidouji Movie,2359,Movie,Unknown,winter,1989.0,,Manga,1.0,6.13,5600.0,"['Action', 'Drama', 'Hentai']"
Doraemon Movie 10: Nobita no Nippon Tanjou,2666,Movie,Shin-Ei Animation,winter,1989.0,,,1.0,7.11,4100.0,"['Adventure', 'Comedy', 'Fantasy']"
Anime Sanjuushi: Aramis no Bouken,2334,Movie,Gallop,winter,1989.0,,Novel,1.0,6.58,1400.0,"['Adventure', 'Romance']"
Utsunomiko,5921,Movie,Nippon Animation,winter,1989.0,,Light novel,1.0,0.0,857.0,"['Adventure', 'Fantasy']"
Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,19879,Movie,Pierrot,winter,1989.0,,Manga,1.0,5.99,768.0,['Comedy']
Himitsu no Akko-chan (Movie),12569,Movie,Toei Animation,winter,1989.0,,,1.0,6.03,684.0,[]
Dorami-chan: Mini-Dora SOS!!!,2647,Movie,Unknown,winter,1989.0,,,1.0,6.45,578.0,['Fantasy']
Cynical Hysterie Hour: Henshin!,6760,Movie,Unknown,winter,1989.0,,,1.0,0.0,294.0,['Comedy']
Top wo Nerae! Kagaku Kouza,5462,Special,Gainax,winter,1989.0,,Original,6.0,6.11,7700.0,"['Comedy', 'Sci-Fi']"
Mister Ajikko Special,25053,Special,Sunrise,winter,1989.0,,Manga,1.0,0.0,393.0,"['Comedy', 'Gourmet']"
Dragon Ball Z,813,TV (New),Toei Animation,spring,1989.0,,Manga,291.0,8.15,1100000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
Ranma ½,210,TV (New),Studio Deen,spring,1989.0,,Manga,161.0,7.76,229000.0,"['Comedy', 'Fantasy', 'Slice of Life']"
Tenkuu Senki Shurato,2113,TV (New),Tatsunoko Production,spring,1989.0,,Original,38.0,7.2,9900.0,"['Action', 'Fantasy']"
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,2813,TV (New),Telescreen,spring,1989.0,,Other,52.0,7.37,5500.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy']"
Idol Densetsu Eriko,2938,TV (New),Production Reed,spring,1989.0,,Original,51.0,6.88,5000.0,[]
Tatakae! Chou Robot Seimeitai Transformers Victory,926,TV (New),Toei Animation,spring,1989.0,,,38.0,6.69,2700.0,"['Adventure', 'Sci-Fi']"
Madou King Granzort,2818,TV (New),Sunrise,spring,1989.0,,Original,41.0,7.21,2200.0,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']"
Juushin Liger,4119,TV (New),Sunrise,spring,1989.0,,,43.0,6.54,1800.0,"['Action', 'Sci-Fi']"
Aoi Blink,3631,TV (New),Tezuka Productions,spring,1989.0,,,39.0,6.87,1800.0,"['Adventure', 'Fantasy']"
Miracle Giants Doumu-kun,5273,TV (New),Unknown,spring,1989.0,,Manga,49.0,7.26,1500.0,['Sports']
Akuma-kun,8194,TV (New),Toei Animation,spring,1989.0,,Manga,42.0,6.28,1100.0,"['Adventure', 'Fantasy', 'Horror', 'Supernatural']"
Shin Bikkuriman,9885,TV (New),Toei Animation,spring,1989.0,,Other,72.0,0.0,417.0,"['Comedy', 'Fantasy']"
Biriken Nandemo Shoukai,8521,TV (New),Shin-Ei Animation,spring,1989.0,,,22.0,0.0,285.0,['Comedy']
Doraemon (1979),2471,TV (Continuing),Shin-Ei Animation,spring,1989.0,,Manga,1787.0,7.76,53000.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
City Hunter 2,1471,TV (Continuing),Sunrise,spring,1989.0,,Manga,63.0,8.06,23000.0,"['Action', 'Comedy', 'Mystery']"
Sazae-san,2406,TV (Continuing),Eiken,spring,1989.0,,4-koma manga,0.0,6.11,7200.0,"['Comedy', 'Slice of Life']"
Osomatsu-kun (1988),9883,TV (Continuing),Pierrot,spring,1989.0,,Manga,86.0,6.72,5600.0,['Comedy']
Kiteretsu Daihyakka,6509,TV (Continuing),Gallop,spring,1989.0,,Manga,331.0,6.76,5000.0,"['Comedy', 'Drama', 'Slice of Life']"
Mister Ajikko,3437,TV (Continuing),Sunrise,spring,1989.0,,Manga,99.0,7.08,4300.0,"['Comedy', 'Gourmet']"
Peter Pan no Bouken,1638,TV (Continuing),Nippon Animation,spring,1989.0,,Book,41.0,6.8,4200.0,"['Adventure', 'Fantasy']"
Sore Ike! Anpanman,1960,TV (Continuing),TMS Entertainment,spring,1989.0,,Picture book,0.0,6.53,3100.0,"['Comedy', 'Fantasy']"
Oishinbo,1093,TV (Continuing),Shin-Ei Animation,spring,1989.0,,Manga,136.0,6.81,3000.0,"['Comedy', 'Gourmet', 'Slice of Life']"
Tsurupika Hagemaru-kun,5830,TV (Continuing),Shin-Ei Animation,spring,1989.0,,4-koma manga,59.0,6.96,2800.0,['Comedy']
3 Choume no Tama: Uchi no Tama Shirimasen ka?,2467,TV (Continuing),Group TAC,spring,1989.0,,Other,36.0,6.61,2400.0,['Adventure']
Esper Mami,3023,TV (Continuing),Shin-Ei Animation,spring,1989.0,,Manga,119.0,6.53,1900.0,"['Comedy', 'Supernatural', 'Ecchi']"
Manga Nippon Mukashibanashi (1976),6277,TV (Continuing),Group TAC,spring,1989.0,,,1471.0,6.07,1400.0,['Fantasy']
Chinpui,5908,TV (Continuing),Production I.G,spring,1989.0,,Manga,56.0,6.18,1200.0,['Comedy']
Himitsu no Akko-chan 2,3838,TV (Continuing),Toei Animation,spring,1989.0,,,61.0,6.38,962.0,[]
Hai! Akko Desu,5534,TV (Continuing),Eiken,spring,1989.0,,,164.0,6.58,777.0,"['Romance', 'Slice of Life']"
Meimon! Daisan Yakyuubu,4121,TV (Continuing),Unknown,spring,1989.0,,,40.0,0.0,658.0,"['Action', 'Sports']"
Obocchama-kun,20075,TV (Continuing),Shin-Ei Animation,spring,1989.0,,Manga,164.0,6.06,642.0,['Comedy']
Kotowaza House,20117,TV (Continuing),Eiken,spring,1989.0,,,773.0,5.65,492.0,"['Comedy', 'Slice of Life']"
Manga Hajimete Omoshiro Juku,10138,TV (Continuing),Unknown,spring,1989.0,,,110.0,6.37,411.0,['Adventure']
Konna Ko Iru kana,30129,TV (Continuing),Unknown,spring,1989.0,,,0.0,0.0,189.0,[]
Ginga Eiyuu Densetsu,820,OVA,K-Factory,spring,1989.0,,Novel,110.0,9.03,280000.0,"['Drama', 'Sci-Fi']"
Mobile Suit Gundam 0080: War in the Pocket,82,OVA,Sunrise,spring,1989.0,,Original,6.0,7.94,51000.0,"['Drama', 'Sci-Fi']"
Youma,1484,OVA,J.C.Staff,spring,1989.0,,Manga,2.0,6.06,8200.0,"['Action', 'Fantasy', 'Horror', 'Supernatural']"
Mobile Suit SD Gundam Mk II,2303,OVA,Sunrise,spring,1989.0,,Original,3.0,6.18,3700.0,['Sci-Fi']
Riki-Oh: Toukatsu Jigoku,3509,OVA,Magic Bus,spring,1989.0,,Manga,1.0,6.0,3500.0,['Action']
Crusher Joe OVA,2696,OVA,Sunrise,spring,1989.0,,Light novel,2.0,6.6,3100.0,"['Action', 'Adventure', 'Sci-Fi']"
Cleopatra D.C.,2754,OVA,J.C.Staff,spring,1989.0,,Manga,3.0,5.85,3000.0,"['Action', 'Adventure', 'Sci-Fi']"
Yoroiden Samurai Troopers Gaiden,1265,OVA,Sunrise,spring,1989.0,,Original,2.0,6.56,2800.0,"['Adventure', 'Fantasy']"
Fuuma no Kojirou: Yasha-hen,4854,OVA,animate Film,spring,1989.0,,Manga,6.0,6.28,2400.0,"['Action', 'Fantasy']"
Explorer Woman Ray,4252,OVA,AIC,spring,1989.0,,,2.0,5.27,1500.0,"['Action', 'Adventure']"
Tanpen Unico: Kuroi Kumo to Shiroi Hane,2428,OVA,Unknown,spring,1989.0,,Manga,1.0,6.22,1400.0,"['Adventure', 'Fantasy']"
Hoshi Neko Fullhouse,5927,OVA,Artland,spring,1989.0,,Original,4.0,5.8,1100.0,"['Comedy', 'Romance', 'Sci-Fi']"
